brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Available Stock
acer,,15.6 Inches,Black,512 GB,Intel Core i7-1165G7,16 GB,Windows 11,,Integrated,Intel Iris,,3," $1,125.00 ",45,50625,243
HP,HP Chromebook 11a-na0030nr,11.6 Inches,Indigo Blue,32 GB,MediaTek MT8183,4 GB,Chrome OS,,Integrated,MediaTek Integrated Graphics,,4.4," $1,599.00 ",57,91143,208
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $2,629.99 ",60,157799.4,297
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $2,299.00 ",40,91960,127
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $589.99 ,53,31269.47,434
Dell,Alienware x14 R2 Laptop,14 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,," $2,889.99 ",26,75139.74,220
HP,Elite Dragonfly G3,13.5 Inches,,256 GB,Core i5,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,4, $899.99 ,20,17999.8,136
ASUS,Chromebook C423,14 Inches,Silver,32 GB,Celeron N3350,4 GB,Chrome OS,"Anti-glare,Hd,Ultra-narrow Bezel",Integrated,,,4.2, $545.00 ,29,15805,188
Dell,Latitude 5430,14 Inches,,512 GB,Core i5 Family,16 GB,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,3.8," $1,443.60 ",45,64962,450
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $2,547.99 ",59,150331.41,360
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $589.00 ,50,29450,326
ASUS,ASUS ProArt StudioBook 16,16 Inches,,1 TB,Core i7,32 GB,Windows 11 Home,,RTX 3080 Ti,,4.7 GHz,3.7," $1,806.99 ",55,99384.45,212
Dell,Dell G15 5520,15.6 Inches,Dark Shadow Grey,1000 GB,Core i7,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,, $873.93 ,34,29713.62,465
HP,Dell Precision,14 Inches,,64 GB,Celeron,4 GB,Windows 11 Home,Micro-edge Bezel,Integrated,,1.1 GHz,4.3, $899.99 ,63,56699.37,155
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,507.90 ",58,87458.2,411
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,030.18 ",42,43267.56,426
Lenovo,"Lenovo Legion 5i 17""",17.3 Inches,Phantom Blue,1 TB,Core I7 12700H,8 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,,3.4, $389.99 ,57,22229.43,367
Dell,Latitude 5000,14 Inches,Titan Gray Dull,256 GB,Core i5 Family,16 GB,Windows 10 Pro,,Iris Xe Graphics,Intel Iris Xe Graphics,,5," $1,733.99 ",20,34679.8,401
Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i9,32 GB,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 3050 Ti,,," $1,328.99 ",39,51830.61,234
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,599.00 ",62,99138,481
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,599.00 ",12,19188,343
Lenovo,IdeaPad 5 14ITL05,14 Inches,Graphite Gray,512 GB,Core i5 Family,16 GB,Windows 10 Home,Anti-glare Screen,Iris Xe Graphics,,,3.6," $1,666.65 ",43,71665.95,226
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,091.99 ",62,67703.38,339
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,126.99 ",22,46793.78,363
Lenovo,"TP L15,W10P,I5,8GB,256GB,1YR",13 Inches,Black,,1.2GHz Cortex A8 Processor,8 GB,Mac OS X 10.0 Cheetah,Anti-glare,Dedicated,,,4.8, $389.99 ,53,20669.47,317
ROKC,Ultra Slim,15.6 Inches,Gray,128 GB,Intel Core i3,4 GB,Windows 11,,Integrated,Intel,,, $993.99 ,32,31807.68,322
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,20,11799.8,339
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $399.99 ,35,13999.65,295
SAMSUNG,NP641BEF-KA3US,14 Inches,Graphite,1 TB,Core i7,16 GB,Windows 11 Pro,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Integrated,,,4, $589.99 ,48,28319.52,118
Lenovo,ThinkPad L15 Gen 3,15.6 Inches,,256 GB,Core i5,8 GB,Windows 11 Pro,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,," $1,126.85 ",23,25917.55,370
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $910.99 ,63,57392.37,191
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,599.00 ",58,92742,457
Dell,Inspiron i5625,16 Inches,Platinum Silver,2 TB,Ryzen 7,64 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Integrated,,,, $459.99 ,21,9659.79,323
HP,ZBook Fury G9,16 Inches,,1 TB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,"RTX A2000,UHD Graphics",NVIDIA Intel RTX A2000 UHD Graphics,,1, $878.37 ,29,25472.73,250
acer,SP314-55N-76EX,14 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Home,Stylus,Integrated,,,3.5," $1,699.00 ",22,37378,287
HP,HP Pavilion,17.3 Inches,,1 TB,Intel Core i3,32 GB,Windows 10 Home,Anti-glare,Integrated,Intel UHD Graphics,,2," $2,719.00 ",58,157702,232
Dell,Dell Latitude 7480 Laptop,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Pro,Speakers,Integrated,,,3.4," $1,185.79 ",28,33202.12,244
Dell,Precision 7550 Laptop,15.6 Inches,Silver,512 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia Quadro T2000,,,," $1,424.99 ",13,18524.87,166
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,29,11309.71,232
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $740.99 ,65,48164.35,169
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $999.99 ,19,18999.81,446
LENOVO,Ideapad,15.6 Inches,Almond,512 GB,Intel Core i3,12 GB,Windows 11,,Integrated,Intel UHD Graphics,,4.4, $459.99 ,51,23459.49,459
Lenovo,ThinkPad T16 Gen 1,16 Inches,Black,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,Iris Xe Graphics,,,," $2,759.00 ",43,118637,450
Dell,Precision 7680 Laptop,16 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $876.99 ,52,45603.48,331
Dell,XPS 15,15.6 Inches,Platinum Silver,2 TB,Core i7 Family,64 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,," $1,129.99 ",20,22599.8,164
Dell,Dell Latitude Rugged 5404,14 Inches,Black,256 GB,Core i7,8 GB,Windows 10 Pro,Backlit Keyboard,Integrated,,,4.3," $1,769.77 ",41,72560.57,106
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $489.99 ,36,17639.64,342
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $899.99 ,46,41399.54,96
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $993.99 ,22,21867.78,130
Dell,Latitude Rugged 5430 Laptop,14 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,3.4, $799.00 ,44,35156,342
ASUS,Asus Chromebook C423NA,14 Inches,Silver,64 GB,Celeron,4 GB,Chrome OS,,Integrated,,1.1 GHz,3.8, $271.99 ,49,13327.51,162
HP,HPS13,15 Inches,Grey,128 GB,Pentium Other,4 GB,Windows 11 S,HD Audio,Integrated,,,4.3," $2,051.37 ",39,80003.43,105
ASUS,L510MA-DH02,15.6 Inches,Star Black,,Celeron N4020,4 GB,Windows 10 S,,Integrated,Intel UHD Graphics 600,2.8 GHz,3.8," $1,199.00 ",57,68343,83
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $459.99 ,13,5979.87,113
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,646.99 ",24,39527.76,430
ASUS,ASUS ROG Zephyrus Duo 16,16 Inches,Black,2 TB,Ryzen 9,32 GB,Windows 11 Pro,,RTX 3080 Ti,NVIDIA GeForce RTX 3080,,," $1,699.00 ",26,44174,403
Dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,5," $1,599.00 ",59,94341,204
Dell,Latitude 7000,14 Inches,Aluminum Titan Gray,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris X Graphics,,,," $2,828.99 ",57,161252.43,413
HP,,15.6 Inches,,512 GB,AMD R Series,16 GB,Windows 7,Backlit Keyboard,Integrated,Integrated AMD Radeon™ Graphics,2 GHz,4.5," $1,670.99 ",55,91904.45,249
acer,CP314-1HN-P138,14 Inches,Silver,64 GB,Pentium,8 GB,Chrome OS,Backlit Kb,Integrated,,,5," $1,599.00 ",53,84747,224
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $639.99 ,61,39039.39,190
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,599.00 ",62,99138,379
Dell,Latitude E5470,14 Inches,,512 GB,Core i5 6200U,16 GB,Windows 10 Pro 64 Bit-Multi-Language Supports English/Spanish/French,,Integrated,INTEL,2.3 GHz,, $459.99 ,41,18859.59,163
ASUS,VivoBook 15.6,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,"Anti-glare,Fingerprint Reader",Integrated,,,3.8," $1,284.93 ",43,55251.99,309
Lenovo,ThinkBook 14 G4 ABA,14 Inches,,256 GB,Ryzen 5,16 GB,Windows 11 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,," $1,125.99 ",13,14637.87,453
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $750.00 ,57,42750,413
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,62,61999.38,110
Toughbook,CF-20 mk1,10.1 Inches,,256 GB,Core M Family,8 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel HD Graphics 515,,5, $349.99 ,14,4899.86,416
HP,EliteBook 840 G9,14 Inches,Silver,256 GB,Core i5,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,,,, $591.99 ,53,31375.47,214
Dell,XPS 9315 Laptop,13.4 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,," $1,998.77 ",13,25984.01,188
Lenovo,ThinkPad T15g Gen 2,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10 Pro,Anti-glare Screen,GeForce RTX 3080,,,," $2,399.00 ",63,151137,262
Lenovo,ThinkPad Z16 Gen 1,16 Inches,Black,512 GB,Ryzen 7,16 GB,Windows 11 Pro,Information Not Available,Radeon 680M Graphics,,,3.1," $3,208.03 ",62,198897.86,135
Dell,5310,14 Inches,Silver,512 GB,Intel Core i7,16 GB,Windows 10 Pro,Anti-glare,Integrated,,,5," $3,416.35 ",30,102490.5,254
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $3,946.44 ",49,193375.56,210
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $389.99 ,21,8189.79,361
Dell,Latitude 3520,15.6 Inches,Black,2 TB,Intel Core i7-1165G7,64 GB,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,,, $389.99 ,27,10529.73,333
ASUS,Vivobook S 16 Flip,16 Inches,Midnight Black,1 TB,Ryzen 7,16 GB,Windows 11 Home,Fingerprint Sensor,Integrated,,,," $1,699.00 ",29,49271,320
Dell,,15.6 Inches,,,Ryzen 7 5800H,8 GB,,Backlit Keyboard,Dedicated,,4 GHz,4.3," $1,038.28 ",20,20765.6,161
HP,Chromebook 14 G7,14 Inches,Black,,Celeron,8 GB,Chrome OS,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,," $1,699.00 ",43,73057,377
LG,LG gram,17 Inches,Black,2 TB,Core i7,16 GB,Windows 10,Alexa,Integrated,,,4.2," $1,599.00 ",63,100737,122
Lenovo,Flex 3,11.6 Inches,Gray,,MediaTek MT8183,4 GB,Chrome OS,HD Audio,Integrated,PowerVR GX6250,,4.6," $1,599.00 ",31,49569,335
Lenovo,Lenovo thinkpad,14 Inches,Black,1 TB,Core i7,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,,,4.7," $2,299.00 ",60,137940,275
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,681.99 ",52,87463.48,254
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,267.99 ",25,31699.75,400
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $999.99 ,60,59999.4,113
ASUS,ASUS Rog Strix,17.3 Inches,Black,,8032,16 GB,Windows 10 Home,,Dedicated,,,4.3," $2,902.90 ",45,130630.5,256
Lenovo,ThinkPad X13 Yoga Gen 2,12.3 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard",Integrated,,,4," $2,699.00 ",33,89067,313
acer,TravelMate Vero V15-51,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Information Not Available,Iris Xe Graphics,,,," $1,853.99 ",47,87137.53,362
Apple,MacBook Air M2,13.6 Inches,,512 GB,Apple M1,16 GB,macOS 12 Monterey,,Integrated,,3.49 GHz,, $389.99 ,12,4679.88,198
Lenovo,Chromebook,11.6 Inches,Abyss Blue,32 GB,Celeron,4 GB,Chrome OS,,Integrated,UHD Graphics 600,,3.9," $1,229.99 ",25,30749.75,389
Lenovo,,14 Inches,,,,8 GB,Windows 11 Pro,,Integrated,,,," $1,037.99 ",26,26987.74,312
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $589.99 ,22,12979.78,389
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $822.99 ,36,29627.64,165
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $589.99 ,46,27139.54,466
acer,Acer Chromebook,11.6 Inches,Silver,32 GB,MediaTek MT8183,32 GB,Chrome OS,HD Audio,Integrated,,,4.1, $389.99 ,26,10139.74,345
Dell,Latitude 5000,13.3 Inches,Gray,1024 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,3.9, $999.99 ,21,20999.79,474
Dell,Latitude,15.6 Inches,,256 GB,Core i7,8 GB,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,, $899.99 ,48,43199.52,369
Lenovo,Chromebook S330,14 Inches,Black,64 GB,MediaTek_MT8127,4 GB,Chrome OS,Anti-glare,Integrated,,,4," $1,599.00 ",54,86346,244
HP,,15.6 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,,2.6 GHz,, $999.99 ,61,60999.39,236
HP,HP Chromebook 11,11.6 Inches,Black,16 GB,Celeron,4 GB,Chrome OS,"Anti-glare,Anti-glare Screen",Integrated,,,4.3, $299.88 ,34,10195.92,383
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,960.77 ",64,125489.28,437
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $259.95 ,18,4679.1,497
acer,CB314-3HT-P6QW,14 Inches,Silver,64 GB,Pentium,8 GB,Chrome OS,,Integrated,Intel UHD Graphics,,3.5," $1,269.99 ",22,27939.78,408
Dell,XPS 9315 Laptop,13.4 Inches,Platinum Silver,1000 GB,Core i7,32 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,, $389.99 ,14,5459.86,83
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $299.95 ,12,3599.4,291
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $283.55 ,29,8222.95,145
HP,HP Notebook,15.6 Inches,Black,128 GB,Celeron,8 GB,Windows 11,,Integrated,Intel UHD Graphics 600,,3.9, $999.99 ,25,24999.75,126
SAMSUNG,Galaxy Book Odyssey,15.6 Inches,Mystic Black,512 GB,Core i7,16 GB,Windows 11 Home,HD Audio,Dedicated,,,4.1, $999.99 ,57,56999.43,471
Dell,Precision 7000,17.3 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,RTX A1000,NVIDIA RTX A1000,,, $589.99 ,36,21239.64,161
Dell,Latitude,14.1 Inches,Black,300 GB,Core 2 Duo P8700,2 GB,Windows 7,,Integrated,Integrated Intel Graphic,,3.6, $938.00 ,21,19698,250
Gateway,,14 Inches,Black,64 GB,Celeron N4020,4 GB,"Windows 10 S, Windows 10",,Integrated,Intel,1.1 GHz,4.2, $199.99 ,15,2999.85,130
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $639.99 ,51,32639.49,432
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $4,000.00 ",58,232000,428
acer,PT14-51-78B4,14 Inches,Silver,512 GB,Intel Core i7,16 GB,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard, Memory Card Slot",Dedicated,,,2.5, $459.99 ,53,24379.47,234
ASUS,,14 Inches,Rose Gold,320 GB,Celeron N4020,4 GB,Windows 11,Narrow Bezel,Integrated,Intel UHD Graphics 600,,4.3, $389.99 ,63,24569.37,309
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,," $1,149.00 ",57,65493,417
Lenovo,ThinkPad P16s G1,16 Inches,,1 TB,Ryzen 5,32 GB,Windows 11 Pro,Anti-glare Screen,Radeon 680M,AMD Radeon 680M,,, $836.99 ,19,15902.81,150
acer,AV14-51-58XZ,14 Inches,,512 GB,Core i5,16 GB,Windows 11 Home,,Integrated,,4.4 GHz,4.8," $1,180.17 ",44,51927.48,448
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,449.99 ",14,20299.86,347
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,229.00 ",44,98076,120
Dell,i3493-3464BLK-PUS,14 Inches,Black,128 GB,Core i3-1005G1,4 GB,Windows 10,,Integrated,Intel UHD Graphics,,4.3, $589.99 ,30,17699.7,107
Lenovo,Lenovo,11.6 Inches,Blizzard White,32 GB,,4 GB,Chrome OS,,Integrated,GX6250,,4.4, $459.99 ,38,17479.62,346
Dell,Dell Inspiron,15.6 Inches,,2000 GB,Core i5,8 GB,Windows 10,,Integrated,Intel HD Graphics 620,3.4 GHz,3.5," $2,799.00 ",48,134352,91
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $389.99 ,53,20669.47,326
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,599.00 ",53,137747,288
HP,EliteBook 830 G9,13.3 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,, $459.99 ,49,22539.51,106
Dell,Latitude 5000,14 Inches,Gray,512 GB,Core i5,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,5, $645.99 ,20,12919.8,386
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $3,178.99 ",61,193918.39,400
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,354.99 ",24,56519.76,109
Lenovo,,14 Inches,,512 GB,Intel Core i5,20 GB,Windows 11 Home,"Anti-glare,Fingerprint Reader",Integrated,Intel Iris Xe Graphics,2.8 GHz,5, $225.82 ,18,4064.76,238
Dell,Latitude 5440,14 Inches,,1 TB,Core i7 Family,32 GB,Windows 11 Pro,"Anti-glare,Backlit Keyboard",Integrated,intel,,," $2,891.99 ",13,37595.87,266
Toughbook,CF-20,10.1 Inches,black/white,128 GB,core_m,8 GB,Windows 10 Pro,,Integrated,,,4.5, $589.99 ,48,28319.52,247
Dell,Latitude 5000,14 Inches,Gray,256 GB,Core i5,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,5, $459.99 ,42,19319.58,481
Dell,Dell Latitude,15.6 Inches,Black,,,16 GB,Windows 10 Pro,,Dedicated,NVIDIA GeForce 940MX,2.9 GHz,3.4, $807.99 ,15,12119.85,96
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $389.99 ,14,5459.86,107
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $639.99 ,61,39039.39,321
Lenovo,ThinkPad L13 Gen 3,13.3 Inches,,256 GB,Ryzen 5,8 GB,Windows 11 Pro,Information Not Available,Radeon Graphics,AMD Radeon Graphics,,," $1,201.13 ",62,74470.06,437
Lenovo,ThinkPad P16 G1,16 Inches,Storm Grey,2 TB,Intel Core i7,64 GB,Windows 10 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,, $921.16 ,36,33161.76,433
Dell,Precision 5000,17 Inches,Titan Gray,512 GB,Core i7,32 GB,Windows 10 Pro,"InfinityEdge, Anti-glare Screen",RTX A3000,,,, $589.99 ,61,35989.39,106
acer,,,,,,4 GB,"Windows 11 Pro, Windows",,Integrated,Intel HD Graphics 400,,," $1,715.63 ",13,22303.19,320
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,50,29499.5,130
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,699.00 ",61,103639,479
Dell,,11.6 Inches,,,Celeron,4 GB,Chrome OS,,Integrated,Intel UHD Graphics,1.1 GHz,," $1,059.67 ",31,32849.77,288
acer,A515-44-R41B,15.6 Inches,Silver,256 GB,Ryzen 5 4500U,8 GB,Windows 10 Home,Backlit Keyboard,Integrated,,,4.5, $432.99 ,12,5195.88,414
Dell,XPS 9350,13.3 Inches,Machined Aluminum,256 GB,Core i7,8 GB,Windows 10,,"Integrated, Dedicated",Intel HD Graphics 5500,,3.8, $809.00 ,57,46113,408
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,244.95 ",33,41083.35,106
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $899.99 ,27,24299.73,122
Lenovo,ThinkBook 14 G4 IAP,14 Inches,,512 GB,Core i7,8 GB,Windows 11,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,," $1,647.30 ",19,31298.7,373
acer,TravelMate P6 P614-52,14 Inches,Galaxy Black,1 TB,Core i7 Family,16 GB,Windows 10 Pro,Multi-touch Gesture,Iris Xe Graphics,,,," $1,588.42 ",49,77832.58,450
ASUS,Asus ZenBook 13,13.3 Inches,Slate Grey,512 GB,Intel Core i5,8 GB,Windows 10 Home,"Backlit Kb,Bezel,Fingerprint",Integrated,,,4.4, $942.99 ,32,30175.68,412
ASUS,Vivobook 14X,14 Inches,Indie Black,512 GB,Core i5,8 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 2050,,5, $647.99 ,57,36935.43,390
Microsoft,Surface Laptop Go 2,12.4 Inches,Sage,256 GB,Intel Core i5-1135G7,8 GB,Windows 10 S,,Integrated,Intel Iris,,, $361.65 ,41,14827.65,401
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,799.00 ",23,41377,328
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $248.98 ,46,11453.08,405
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $899.99 ,38,34199.62,484
Lenovo,,15.6 Inches,,,,8 GB,,Backlit Keyboard,Dedicated,,,4.8, $389.99 ,29,11309.71,384
Dell,Latitude 5530,15.6 Inches,,512 GB,Core i7 Family,32 GB,Windows 11 Pro,Anti-glare,,Intel Iris Xe Graphics,4.7 GHz,," $1,599.00 ",31,49569,384
